"","StationNumber","StationType","MeasurementStartDate","MeasurementEndDate","Number ofSamples","StationStatus"
"","101247","Spring","17-Mar-1994","17-Mar-1994","1","Not Active"
"","101250","Groundwater","21-Mar-1994","21-Mar-1994","1","Not Active"
"","101603","Groundwater","23-Apr-1998","10-Nov-2010","60","Active"
"","101636","Spring","19-Nov-1998","28-Mar-2017","9","Active"
"","101645","Groundwater","28-Nov-1998","24-Jul-2007","18","Active"
"","101646","Groundwater","30-Nov-1998","30-Nov-1998","2","Not Active"
"","101647","Groundwater","02-Dec-1998","02-Dec-1998","2","Not Active"
"","101654","River","25-Nov-1998","10-Apr-2025","39","Active"
"","101660","Groundwater","28-Nov-1998","20-Mar-2018","45","Active"
"","101686","Groundwater","09-Dec-1998","09-Dec-1998","2","Not Active"
"","101688","Groundwater","09-Dec-1998","09-Dec-1998","2","Not Active"
"","101690","Groundwater","09-Dec-1998","09-Dec-1998","2","Not Active"
"","101691","Spring","10-Dec-1998","10-Dec-1998","2","Not Active"
"","101698","Spring","02-Dec-1998","19-Mar-2018","44","Active"
"","101704","Groundwater","07-Dec-1998","25-Nov-2005","21","Active"
"","101728","Spring","15-Jan-1999","15-Jan-1999","2","Not Active"
"","101735","Groundwater","20-Jan-1999","20-Jan-1999","2","Not Active"
"","101746","Groundwater","25-Feb-1999","19-Mar-2018","36","Active"
"","101751","Spring","27-Feb-1999","27-Feb-1999","2","Not Active"
"","101753","Spring","05-Mar-1999","11-Sept-2012","27","Active"
"","101754","River","06-Jan-1999","07-Jun-2013","3","Not Active"
"","101757","Spring","04-Mar-1999","22-Mar-2018","46","Active"
"","101895","River","04-Jan-1978","04-Nov-2016","527","Active"
"","101896","Transfer","10-Mar-1972","27-Feb-2018","349","Active"
"","101897","Transfer","25-Nov-1997","17-Nov-1998","6","Not Active"
"","101898","River","29-Jun-1972","27-Jun-2025","311","Active"
"","101899","River","19-Jul-1995","15-Nov-2017","326","Active"
"","101900","Dam / Lake","29-Jun-1972","27-Jun-2025","636","Active"
"","101901","Dam / Lake","03-Apr-1968","27-Aug-2025","711","Active"
"","101902","River","02-Mar-1973","13-Nov-2017","363","Active"
"","101903","River","13-May-1972","27-Jun-2025","747","Active"
"","101904","River","18-Sept-1972","06-Dec-1979","2","Not Active"
"","101905","River","27-Apr-1977","15-Nov-2017","610","Active"
"","101906","Transfer","23-Feb-1978","01-Aug-2016","274","Active"
"","101907","River","20-Sept-1982","16-Sept-2015","376","Active"
"","101908","River","21-Jul-1987","10-Sept-2013","13","Not Active"
"","101909","River","16-Mar-1990","21-Oct-1991","7","Not Active"
"","101912","Dam / Lake","02-May-1977","30-Oct-2023","293","Active"
"","101914","River","06-Jan-1966","07-Oct-2010","852","Not Active"
"","101915","River","23-Aug-1965","07-Oct-2010","962","Not Active"
"","101916","River","01-Sept-1965","11-Apr-2012","79","Not Active"
"","101917","River","27-Aug-1955","08-Mar-2018","1 308","Active"
"","101918","River","20-Aug-1971","08-Mar-2018","338","Active"
"","101919","River","21-Oct-1974","26-Oct-2017","169","Active"
"","101920","River","18-Oct-1977","05-May-2008","134","Not Active"
"","101921","River","18-Oct-1977","01-Feb-2018","578","Active"
"","101922","River","01-Sept-1965","28-Aug-2024","1 562","Active"
"","101923","River","28-Nov-1975","05-Oct-1995","52","Not Active"
"","101924","River","04-Aug-1983","05-Nov-1998","41","Not Active"
"","101925","River","27-Nov-1975","05-Jun-1990","55","Not Active"
"","101926","River","04-Aug-1983","17-Sept-1998","45","Not Active"
"","101927","River","10-Sept-1981","25-May-1995","161","Not Active"
"","101928","River","17-Sept-1974","01-Oct-2010","1 144","Not Active"
"","101929","River","25-Aug-1965","26-Jan-2018","1 465","Active"
"","101930","River","07-Oct-1969","08-Mar-2018","482","Active"
"","101931","River","29-Jul-1971","21-Nov-2017","383","Active"
"","101932","River","15-Mar-1972","06-Mar-2018","346","Active"
"","101933","River","14-Mar-1972","28-Aug-2014","763","Active"
"","101934","River","17-May-1973","02-Oct-2014","603","Active"
"","101935","River","14-Jun-1974","11-Apr-2025","1 588","Active"
"","101936","River","04-Mar-1977","18-Apr-2002","51","Not Active"
"","101937","River","28-Jun-1972","07-Mar-2018","1 386","Active"
"","101938","River","23-Oct-1971","20-Sept-2017","849","Active"
"","101939","River","08-Mar-1978","28-Jun-2018","1 127","Active"
"","101940","River","17-Apr-1979","23-Jun-1992","633","Active"
"","101941","River","07-Oct-1983","25-Jan-2017","762","Active"
"","101942","River","12-Jun-1979","28-Feb-2018","575","Active"
"","101943","River","14-May-1980","24-Aug-2017","537","Active"
"","101944","River","11-Sept-1979","01-Mar-2018","1 042","Active"
"","101945","River","09-Sept-1980","28-Sept-2016","485","Active"
"","101946","Transfer","16-Apr-1983","21-Oct-2016","1 138","Active"
"","101947","Transfer","06-Jul-1983","19-Sept-2017","1 082","Active"
"","101948","Transfer","07-Oct-1983","02-Jul-2010","899","Not Active"
"","101949","Transfer","07-Oct-1983","07-Oct-2010","911","Not Active"
"","101950","Transfer","02-Mar-1993","07-Mar-2018","383","Active"
"","101951","Transfer","02-Mar-1993","07-Mar-2018","361","Active"
"","101952","River","11-Mar-1999","30-Sept-1999","7","Not Active"
"","101953","River","07-Oct-1983","01-Oct-2010","797","Not Active"
"","101954","Transfer","27-Mar-1972","30-Sept-2010","162","Not Active"
"","101955","Transfer","22-Dec-1976","28-Jun-2018","172","Active"
"","101956","Transfer","12-Jan-1977","26-Jul-1978","16","Not Active"
"","101957","Transfer","02-Dec-1985","17-Feb-1987","13","Not Active"
"","101958","Transfer","07-Jul-1987","25-Feb-1992","16","Not Active"
"","101959","Dam / Lake","15-Mar-1969","26-Aug-2025","2 684","Active"
"","101960","Dam / Lake","11-May-1968","04-Aug-2018","827","Active"
"","101961","Dam / Lake","02-Dec-1985","13-Jan-1986","5","Not Active"
"","101962","Dam / Lake","23-Feb-1977","26-Aug-2025","1 938","Active"
"","101963","River","16-Jun-1981","21-Nov-1996","86","Not Active"
"","101964","River","03-Aug-1983","17-Jun-1993","100","Not Active"
"","101965","River","03-Aug-1983","17-Jun-1993","70","Not Active"
"","101966","River","02-Sept-1981","09-Feb-2018","767","Active"
"","101967","River","03-Aug-1983","04-Apr-1995","45","Not Active"
"","101968","River","16-Feb-1982","15-Oct-1996","81","Not Active"
"","101969","River","28-Oct-1977","06-Oct-1994","558","Not Active"
"","101970","River","03-Aug-1983","06-Jun-1990","75","Not Active"
"","101971","River","03-Aug-1983","29-Aug-1996","77","Not Active"
"","101972","River","19-Jun-1966","05-Jun-2025","790","Active"
"","101973","River","04-Jul-1966","03-Mar-1992","336","Not Active"
"","101974","River","03-Jun-1966","23-May-2005","315","Not Active"
"","101975","River","08-Jun-1968","28-Feb-2018","833","Active"
"","101976","River","10-Aug-1970","15-Jun-1992","300","Not Active"
"","101977","River","23-Nov-1974","16-Jun-1993","303","Not Active"
"","101978","River","10-May-1977","05-May-1982","136","Not Active"
"","101979","River","17-Apr-1979","28-Feb-2018","963","Active"
"","101980","River","17-Apr-1979","28-Oct-1987","366","Not Active"
"","101981","Transfer","16-Jan-1980","02-Jun-1992","247","Not Active"
"","101982","River","07-Feb-1985","06-Jun-1990","59","Not Active"
"","101983","River","18-Mar-1987","26-Feb-2015","401","Not Active"
"","101984","Transfer","07-Oct-1983","18-Jan-2007","528","Not Active"
"","101985","Transfer","07-Oct-1983","17-Sept-1992","417","Not Active"
"","101986","River","25-Sept-1990","12-May-2025","745","Active"
"","101987","River","25-Sept-1990","31-Jan-2018","542","Active"
"","101989","Dam / Lake","05-Nov-1992","12-Aug-1999","212","Not Active"
"","101990","River","08-May-1970","24-Oct-2017","374","Active"
"","101991","Other","08-May-1970","08-Sept-1972","6","Not Active"
"","101992","Other","12-Jan-1972","06-Apr-2017","3","Not Active"
"","101993","Other","15-Jul-1970","22-Apr-1997","7","Not Active"
"","101994","River","08-May-1978","16-Jan-2017","102","Not Active"
"","101995","Other","24-Aug-1995","04-Jul-2017","22","Active"
"","102009","Dam / Lake","05-Apr-1968","04-Aug-2018","712","Active"
"","103061","Water Supply","26-Jul-1991","06-Nov-1998","140","Not Active"
"","103062","Water Supply","26-Jul-1991","06-Nov-1998","127","Not Active"
"","103063","Water Supply","12-Jun-1979","08-Sept-1980","5","Not Active"
"","103064","Water Supply","12-Jun-1979","08-Sept-1980","7","Not Active"
"","103065","Water Supply","27-Jun-1979","06-Nov-1998","227","Not Active"
"","103066","Water Supply","27-Jun-1979","06-Nov-1998","242","Not Active"
"","103067","Water Supply","07-Oct-1980","03-Nov-1999","295","Not Active"
"","103068","Water Supply","07-Oct-1980","06-Nov-1998","299","Not Active"
"","145260","Groundwater","30-Jul-1997","30-Jul-1997","1","Not Active"
"","145261","Groundwater","18-Aug-1997","18-Aug-1997","2","Not Active"
"","145378","Groundwater","03-Sept-1997","17-Feb-1998","3","Not Active"
"","145379","Groundwater","03-Sept-1997","03-Sept-1997","1","Not Active"
"","145380","Groundwater","03-Sept-1997","03-Sept-1997","1","Not Active"
"","145381","Groundwater","03-Sept-1997","03-Sept-1997","1","Not Active"
"","145382","Groundwater","09-Mar-1997","09-Mar-1997","1","Not Active"
"","145383","Groundwater","03-Sept-1997","04-Sept-1997","2","Not Active"
"","145384","Groundwater","04-Sept-1997","27-Mar-2018","52","Active"
"","145385","Groundwater","04-Sept-1997","04-Sept-1997","1","Not Active"
"","145386","Groundwater","09-Apr-1997","09-Apr-1997","1","Not Active"
"","145513","Groundwater","18-Sept-1997","05-Apr-2017","26","Active"
"","145514","Groundwater","18-Sept-1997","08-Feb-2005","13","Active"
"","145570","Groundwater","17-Sept-1997","17-Sept-1997","1","Not Active"
"","145571","Groundwater","17-Sept-1997","19-Nov-2003","3","Not Active"
"","145572","Groundwater","17-Sept-1997","17-Sept-1997","1","Not Active"
"","145573","Groundwater","17-Sept-1997","17-Sept-1997","1","Not Active"
"","145574","Groundwater","17-Sept-1997","17-Sept-1997","1","Not Active"
"","145585","Groundwater","17-Oct-1997","17-Oct-1997","2","Not Active"
"","146178","Groundwater","24-Jan-1998","24-Jan-1998","1","Not Active"
"","146179","Groundwater","19-Jan-1998","16-Feb-1998","2","Not Active"
"","146180","Groundwater","22-Jan-1998","01-Oct-2015","89","Active"
"","146297","Groundwater","17-Feb-1998","17-Feb-1998","1","Not Active"
"","146298","Groundwater","17-Feb-1998","27-Mar-2018","57","Active"
"","146299","Groundwater","17-Feb-1998","14-Mar-2018","57","Active"
"","146300","Groundwater","17-Feb-1998","17-Feb-1998","2","Not Active"
"","146301","Groundwater","17-Feb-1998","08-Feb-2005","15","Active"
"","146302","Groundwater","16-Feb-1998","16-Feb-1998","1","Not Active"
"","146303","Groundwater","17-Feb-1998","17-Feb-1998","1","Not Active"
"","146304","Groundwater","21-Feb-1998","21-Feb-1998","1","Not Active"
"","146316","Groundwater","16-Feb-1998","16-Feb-1998","1","Not Active"
"","146317","Groundwater","16-Feb-1998","16-Feb-1998","1","Not Active"
"","146508","Groundwater","22-Apr-1998","02-Oct-2017","80","Not Active"
"","146509","Groundwater","22-Apr-1998","03-Oct-2017","79","Active"
"","146510","Groundwater","23-Apr-1998","11-Oct-2012","76","Active"
"","146511","Groundwater","23-Apr-1998","15-Aug-2001","18","Not Active"
"","146512","Groundwater","22-Apr-1998","17-Apr-2018","85","Active"
"","146514","Groundwater","22-Apr-1998","11-Nov-2002","26","Active"
"","146515","Groundwater","23-Apr-1998","24-May-2000","11","Not Active"
"","146516","Groundwater","22-Apr-1998","06-Apr-2011","59","Active"
"","146517","Groundwater","23-Apr-1998","16-Apr-2018","92","Active"
"","146518","Groundwater","23-Apr-1998","03-Oct-2017","96","Active"
"","146741","Groundwater","23-Apr-1998","06-Feb-2001","24","Not Active"
"","146742","Groundwater","01-May-1998","01-May-1998","1","Not Active"
"","146743","Groundwater","02-May-1998","02-May-1998","1","Not Active"
"","146744","Groundwater","01-May-1998","01-May-1998","1","Not Active"
"","146745","Groundwater","02-May-1998","02-May-1998","1","Not Active"
"","146805","Groundwater","11-Jul-1998","11-Jul-1998","1","Not Active"
"","146872","Groundwater","04-Sept-1998","04-Sept-1998","1","Not Active"
"","146873","Groundwater","08-Sept-1998","08-Sept-1998","1","Not Active"
"","147028","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147030","Groundwater","19-Nov-1998","19-Nov-1998","2","Not Active"
"","147032","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147034","Groundwater","21-Nov-1998","21-Nov-1998","2","Not Active"
"","147035","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147036","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147037","Groundwater","20-Nov-1998","20-Nov-1998","4","Not Active"
"","147042","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147043","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147044","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147045","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147046","Groundwater","19-Nov-1998","19-Nov-1998","2","Not Active"
"","147047","Groundwater","19-Nov-1998","19-Nov-1998","2","Not Active"
"","147048","Groundwater","19-Nov-1998","29-Jun-2005","6","Not Active"
"","147049","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147050","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147051","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147052","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147053","Groundwater","19-Nov-1998","30-Jun-2005","4","Not Active"
"","147054","Groundwater","19-Nov-1998","19-Nov-1998","2","Not Active"
"","147056","Groundwater","19-Nov-1998","29-Jun-2005","4","Not Active"
"","147058","Groundwater","19-Nov-1998","30-Jun-2005","4","Not Active"
"","147059","Groundwater","20-Nov-1998","20-Nov-1998","2","Not Active"
"","147060","Groundwater","21-Nov-1998","21-Nov-1998","4","Not Active"
"","147095","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147096","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147097","Groundwater","23-Nov-1998","04-May-2005","6","Active"
"","147098","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147099","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147100","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147101","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147102","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147103","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147104","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147105","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147106","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147107","Groundwater","23-Nov-1998","28-Aug-2003","16","Active"
"","147108","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147109","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147110","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147111","Groundwater","24-Nov-1998","24-Nov-1998","2","Not Active"
"","147112","Groundwater","24-Nov-1998","24-Nov-1998","2","Not Active"
"","147113","Groundwater","25-Nov-1998","25-Nov-1998","2","Not Active"
"","147114","Groundwater","25-Nov-1998","25-Nov-1998","2","Not Active"
"","147115","Groundwater","25-Nov-1998","25-Nov-1998","2","Not Active"
"","147116","Groundwater","23-Nov-1998","23-Nov-1998","2","Not Active"
"","147117","Groundwater","24-Nov-1998","24-Nov-1998","2","Not Active"
"","147118","Groundwater","24-Nov-1998","24-Nov-1998","2","Not Active"
"","147119","Groundwater","24-Nov-1998","24-Nov-1998","2","Not Active"
"","147120","Groundwater","27-Nov-1998","27-Nov-1998","2","Not Active"
"","147121","Groundwater","27-Nov-1998","27-Nov-1998","2","Not Active"
"","147122","Groundwater","27-Nov-1998","27-Nov-1998","2","Not Active"
"","147123","Groundwater","27-Nov-1998","27-Nov-1998","2","Not Active"
"","147124","Groundwater","28-Nov-1998","28-Nov-1998","2","Not Active"
"","147125","Groundwater","28-Nov-1998","28-Nov-1998","2","Not Active"
"","147126","Spring","30-Nov-1998","28-Oct-2004","17","Active"
"","147127","Groundwater","30-Nov-1998","30-Nov-1998","2","Not Active"
"","147128","Groundwater","01-Dec-1998","01-Dec-1998","2","Not Active"
"","147129","Groundwater","01-Dec-1998","01-Dec-1998","2","Not Active"
"","147130","Groundwater","25-Nov-1998","25-Nov-1998","2","Not Active"
"","147131","Groundwater","25-Nov-1998","25-Nov-1998","2","Not Active"
"","147132","Groundwater","25-Nov-1998","27-Jul-2005","4","Not Active"
"","147133","Groundwater","25-Nov-1998","25-Nov-1998","2","Not Active"
"","147134","Groundwater","25-Nov-1998","25-Nov-1998","2","Not Active"
"","147135","Groundwater","25-Nov-1998","15-Jul-2005","4","Not Active"
"","147136","Groundwater","26-Nov-1998","26-Nov-1998","2","Not Active"
"","147137","Groundwater","26-Nov-1998","26-Nov-1998","2","Not Active"
"","147138","Groundwater","26-Nov-1998","26-Nov-1998","2","Not Active"
"","147139","Groundwater","26-Nov-1998","26-Nov-1998","2","Not Active"
"","147140","Groundwater","26-Nov-1998","26-Jul-2005","4","Not Active"
"","147141","Groundwater","26-Nov-1998","26-Nov-1998","2","Not Active"
"","147142","Groundwater","26-Nov-1998","26-Nov-1998","2","Not Active"
"","147143","Groundwater","26-Nov-1998","26-Nov-1998","2","Not Active"
"","147144","Groundwater","27-Nov-1998","27-Nov-1998","2","Not Active"
"","147145","Groundwater","27-Nov-1998","15-Jul-2005","4","Not Active"
"","147146","Groundwater","27-Nov-1998","27-Nov-1998","2","Not Active"
"","147147","Groundwater","27-Nov-1998","27-Nov-1998","2","Not Active"
"","147148","Groundwater","27-Nov-1998","27-Nov-1998","2","Not Active"
"","147149","Groundwater","27-Nov-1998","27-Nov-1998","2","Not Active"
